c_last_name|c_first_name|c_salutation|c_preferred_cust_flag|ss_ticket_number|cnt
Womack|Christa|Mrs.|Y|215956|16
Wood|Carlos|Dr.|Y|10283|15
Wood|Colin|Dr.|Y|706681|15
Wood|Dennis|Sir|N|283327|15
Wood|Johnny|Dr.|Y|393597|16
Wood|Joseph|Sir|Y|608872|15
Wood|Maisha|Ms.|N|267643|15
Woodall|Paige|Ms.|Y|416142|16
Woods|Jacqueline|Ms.|N|34579|15
Woods|Johnny|Dr.|N|473129|15
Woody|Philip|Mr.|N|341118|15
Workman|Rose|Ms.|N|79283|16
Worthy|Gary|Mr.|Y|509010|16
Wright|NULL|Mr.|NULL|646505|15
Wright|George|Mr.|Y|593688|15
Wright|Jason|Mr.|N|607830|15
Wright|Thomas|Sir|N|621856|15
Wyman|Kathy|Ms.|Y|79453|15
Wynn|Lori|Miss|Y|372051|15
Wynne|Carleen|Dr.|Y|622319|16
Yeager|Norma|Mrs.|N|209948|16
Young|Dana|Mr.|Y|715029|15
Young|Larry|Mr.|N|144931|15
Young|Mona|Ms.|Y|175230|15
Young|Patrick|Dr.|Y|341193|15
Young|Samantha|Ms.|Y|557616|16
Young|Tony|Sir|N|494124|16
Zamora|Patrick|Sir|Y|248224|15
Ziegler|Jimmie|Dr.|N|607441|15
Zuniga|Roger|Mr.|N|359751|15
