c_last_name|c_first_name|c_salutation|c_preferred_cust_flag|ss_ticket_number|cnt
Sierra|Kristi|Dr.|N|2201946|15
Silas|Edgar|Sir|Y|1275404|15
Silverman|Jimmy|Mr.|N|2189325|15
Silvers|John|Dr.|Y|55640|15
Simmons|Hazel|Miss|Y|242888|15
Simmons|Kristina|Dr.|Y|261616|16
Simmons|Robert|Mr.|N|1246380|15
Simmons|Todd|Dr.|Y|1487904|15
Simmons|Tommie|Sir|Y|2282392|15
Simon|Albertha|Mrs.|Y|1992484|15
Simons|James|Mr.|Y|928454|16
Simpson|Anthony|Miss|N|1441130|15
Sims|Nancy|Miss|Y|1655274|16
Sims|Susan|Mrs.|Y|1995733|15
Sisson|Anna|Ms.|N|1363272|15
Smiley|Albert|Dr.|N|1140813|16
Smith|Alphonso|Mr.|Y|1340686|15
Smith|Bobby|Mr.|N|259809|15
Smith|Grace|Dr.|Y|362787|15
Smith|Herbert|Dr.|Y|1405779|16
Smith|Jason|Dr.|N|1941433|15
Smith|Kathleen|Ms.|N|1477316|16
Smith|Laurie|Miss|Y|2045886|15
Smith|Michael|Sir|Y|156157|15
Smith|Norman|Mr.|Y|1826477|15
Smith|Pamela|Miss|Y|604758|15
Smith|Ronald|Sir|N|1445427|15
Smith|Rosemary|Mrs.|N|1334607|16
Smith|Thomas|Dr.|N|1193963|15
Smith|Thomas|Mr.|N|561012|15
Smith|Virginia|Miss|N|383032|15
Snyder|Derrick|Sir|Y|2108914|15
Snyder|Ruth|Mrs.|Y|2211846|15
Snyder|Tamara|Ms.|Y|1412452|15
Solomon|Melissa|Miss|N|2211392|16
Sparks|Paulette|Mrs.|N|749958|15
Spear|Albert|Mrs.|Y|1643121|16
Spencer|Adam|Mrs.|N|760650|15
Spencer|Bernadette|Miss|N|1174003|15
Spencer|Diane|Ms.|N|2228657|15
Spencer|Helen|Miss|Y|1616329|15
Sperry|Katherine|Mrs.|Y|880193|15
Spivey|Samuel|Dr.|Y|356957|15
Sprague|Wanda|Miss|Y|1141415|15
Stacey|Toni|Miss|N|1544075|16
Stahl|William|Dr.|N|2117026|15
Stanley|Warren|Sir|N|1454374|16
Starnes|Heather|Dr.|N|663636|15
Stephens|Rosie|Ms.|N|2218557|15
Stevens|Bella|Mrs.|Y|483270|15
Stevens|Constance|Mrs.|N|1275187|15
Stevens|Jacob|Sir|N|1919156|15
Stevens|Joel|Sir|N|713658|15
Stewart|Anthony|Miss|Y|2195311|16
Stewart|Bryan|Sir|N|1471483|15
Stewart|Josephine|Dr.|Y|1754504|15
Stewart|Lawrence|Mr.|Y|1689648|16
Stewart|Marilou|Miss|N|430954|15
Stine|Melvin|Dr.|Y|2301847|15
Stitt|David|Mr.|Y|1200945|16
Stockton|Anna|Mrs.|N|148847|15
Stokes|Brenda|Dr.|N|401788|15
Stokes|Judith|Ms.|N|811647|16
Stonge|Lloyd|Dr.|N|2038342|15
Stpierre|Denise|Miss|Y|259715|15
Summers|Gina|Miss|N|1024458|15
Sutton|Sheila|Ms.|N|1806000|15
Sylvester|Jacqueline|Mrs.|Y|1112121|16
Sylvester|Jeremy|Mr.|N|2232260|15
Taggart|Anthony|Ms.|N|1528091|16
Taylor|Carlos|Sir|Y|7880|15
Taylor|Dennis|Dr.|Y|2205655|16
Taylor|Dolores|Ms.|Y|596044|16
Taylor|Laura|Miss|N|2245039|15
Taylor|Mildred|Dr.|Y|1426090|16
Taylor|Peter|Sir|Y|760894|15
Taylor|Stephen|Sir|N|263652|15
Taylor|William|Dr.|Y|1627319|15
Teal|Veronica|Dr.|Y|706681|15
Terrill|Carrie|Dr.|Y|1820892|15
Terry|Cynthia|Mrs.|Y|1739233|15
Tharp|Margaret|Mrs.|N|1739448|16
Thomas|Alton|Mr.|Y|1115329|16
Thomas|James|Dr.|N|618492|15
Thomas|Jose|Mr.|N|1424045|15
Thomas|Larry|Sir|N|2164468|15
Thomason|Donald|Sir|Y|2260932|15
Thomason|James|Dr.|N|434901|16
Thompson|Dwight|Mr.|N|141619|15
Thompson|Grace|Ms.|N|467011|15
Thompson|Jesse|Sir|N|137536|15
Thompson|Lisa|Mrs.|N|640698|15
Thompson|Peter|Sir|Y|700997|15
Thompson|Robert|Sir|N|1767327|15
Thompson|William|Dr.|Y|1502194|15
Thornton|Bradley|Mr.|N|1425527|15
Thurman|Roxanne|Mrs.|Y|898803|16
Thurston|Scott|Sir|Y|2299941|15
Tinsley|Charlie|Dr.|N|23881|16
Tisdale|Jose|Sir|N|1479871|15
Todd|Laurie|Ms.|Y|2167806|15
Torres|Marlene|Dr.|N|868592|15
Torres|Stella|NULL|NULL|1896446|16
Torres|Wilma|Dr.|N|1763975|15
Toth|Michael|Dr.|N|1305414|15
Towle|Margaret|Miss|Y|1638668|16
Townsend|Meredith|Dr.|Y|190083|15
Tracy|Samuel|Dr.|Y|1947703|15
Trent|Daniel|NULL|NULL|480887|16
Truitt|Linda|Ms.|N|1182921|15
Trujillo|NULL|Mr.|Y|152239|15
Tucker|Cynthia|Ms.|Y|298203|15
Tucker|Edna|Dr.|Y|662005|16
Tucker|Marlene|Ms.|Y|1145234|16
Tucker|Virginia|Miss|Y|919421|15
Turner|Christine|Ms.|Y|1826207|16
Turner|Dana|Dr.|Y|1216650|15
Turner|Kimberly|Mrs.|Y|2217899|16
Turner|Lawrence|Mr.|N|2313392|15
Turney|Sonny|Sir|Y|774952|16
Tyree|Juanita|Mrs.|N|1136368|16
Ulmer|Deborah|Miss|N|2213347|16
Underwood|Lawrence|Dr.|Y|1495556|16
Uribe|Samuel|Dr.|N|2023134|15
Valdez|Alex|Miss|N|986265|16
Valdez|Cristen|Mrs.|Y|1969941|16
Valdez|Shawn|Sir|Y|55817|15
Valencia|Michael|Mr.|N|2097574|15
Valentin|Aaron|Ms.|Y|1197146|16
Valentine|Javier|Mr.|N|1572224|15
Valerio|Mark|Sir|N|1275728|15
Valle|John|Sir|N|1266236|16
Vance|Robert|Mr.|Y|40132|15
Vandyke|Antonio|Miss|Y|1481941|16
Vang|Marlys|Ms.|N|1574721|15
Vargas|Nadia|Miss|Y|1311898|15
Varner|Christopher|Dr.|Y|1633489|15
Vasquez|Donald|Dr.|N|2230432|15
Vaughan|Juan|Sir|Y|2244683|16
Vaughn|Ernest|Sir|N|976588|15
Vaughn|Lisa|Ms.|N|2135937|15
Vazquez|Bruce|Dr.|Y|702815|15
Vega|Caroline|Dr.|N|104878|15
Vega|Lorene|Mrs.|N|1433774|15
Velez|Emma|Ms.|N|237265|16
Velez|Lorenzo|Sir|N|1324287|15
Vigil|Kelly|Mr.|N|2391149|15
Villanueva|Bryan|Sir|N|1082508|15
Villarreal|Lessie|Miss|N|1883503|15
Vincent|Audra|Dr.|N|1882559|15
Vinson|Kathy|Mrs.|N|790305|15
Vitale|Jonathan|Sir|N|228694|15
Vogt|Irvin|Dr.|N|1747333|15
Waggoner|Sheila|Ms.|N|1413968|15
Wagner|Dorothy|Ms.|N|2372141|15
Wagner|Jose|Sir|N|2246265|15
Waldrop|Chad|Sir|Y|283004|16
Walker|Bonnie|Dr.|Y|2345696|15
Walker|Don|Mr.|Y|693723|16
Walker|Elizabeth|Ms.|Y|910226|15
Walker|Joni|Mrs.|N|273517|16
Walker|Vincent|Dr.|N|1308787|15
Wallace|NULL|NULL|NULL|2339580|15
Wallace|Julienne|Dr.|N|167146|15
Walls|Reva|Ms.|N|2122322|15
Walter|Judith|Miss|N|2139985|16
Ward|Stephanie|Dr.|Y|1981402|15
Warden|Brian|Sir|Y|283327|15
Warden|Zachary|Sir|Y|317396|15
Warren|Dennis|Sir|Y|1693276|15
Washington|Effie|Mrs.|N|442136|15
Washington|Mark|Dr.|Y|1334399|15
Waters|Leonard|Sir|Y|1527622|15
Watkins|Donald|Dr.|NULL|2388263|16
Watkins|Russell|Mr.|Y|1920347|15
Watson|Albert|Ms.|N|635741|15
Watson|Caitlin|Ms.|N|1109059|15
Watson|Damon|Dr.|Y|1386503|15
Watson|Gwendolyn|Ms.|N|1728246|16
Watson|Nancy|Dr.|Y|1105650|16
Watters|Eileen|Miss|N|382865|16
Watts|Kathleen|Ms.|N|1742269|15
Watts|Nadia|Mrs.|Y|921582|15
Waugh|Barbara|Dr.|N|120030|16
Weaver|Theodore|Dr.|N|429590|15
Webster|Michelle|Miss|N|1929414|15
Weis|Jennifer|Dr.|N|659912|15
Weiss|Aida|Ms.|N|2056222|15
Weiss|Jorge|Dr.|Y|2357653|16
Welch|Barbara|Ms.|Y|1935909|15
Welch|Peggy|Mrs.|N|556129|16
Wells|Susan|Dr.|N|778990|15
Wells|Vanessa|Dr.|N|771601|15
Wells|Viki|Miss|N|1477423|15
Wentworth|Jack|Sir|Y|670353|15
West|Yvonne|NULL|N|358332|15
Wetzel|Bebe|Dr.|N|82518|15
Whaley|John|Mr.|Y|1607505|15
Wharton|Jason|Dr.|Y|1621872|15
Whelan|Fred|Mr.|N|947469|15
White|Diane|Dr.|Y|82960|16
White|Gloria|Ms.|N|2009438|15
White|Joe|Mr.|Y|2379943|16
White|Johnny|Dr.|N|204026|16
White|Judith|Dr.|N|434354|16
White|Kenneth|Dr.|Y|1081372|16
White|Randy|Mr.|Y|1030329|15
White|Ronald|Sir|N|1027260|15
White|Ryan|Dr.|N|62861|15
White|Stephanie|Ms.|Y|2276366|16
White|Steve|Dr.|Y|339227|15
White|Tammy|Dr.|Y|350364|15
White|William|Dr.|N|1362667|15
Whitley|Irene|Ms.|N|1963774|16
Whitlock|Doris|Mrs.|N|1156405|15
Whitson|John|Mr.|Y|1455503|15
Whittaker|Christina|Miss|Y|2190164|15
Wickham|Lois|Ms.|Y|1916558|16
Wiggins|Richard|Sir|Y|370951|16
Wilbur|Terry|Sir|N|200312|15
Wilder|Margaret|Ms.|Y|561372|15
Wiley|Dessie|NULL|NULL|1127252|16
Wilkerson|Hubert|Dr.|Y|1928188|15
Wilkerson|Kayla|Ms.|N|1415743|15
Wilks|Buster|Sir|N|1857083|15
Willey|Gary|Sir|Y|1433621|15
William|Felix|Dr.|N|426064|16
Williams|NULL|NULL|NULL|775618|16
Williams|Adam|Dr.|Y|1045555|15
Williams|Andrea|Dr.|N|1629560|15
Williams|Archie|Mr.|N|113007|15
Williams|Ginny|Mrs.|Y|2220049|15
Williams|James|Mr.|Y|444263|15
Williams|Jason|Sir|Y|659150|15
Williams|Jennifer|Miss|Y|1159747|16
Williams|Jennifer|Ms.|Y|74295|15
Williams|Joyce|Dr.|Y|1502102|16
Williams|Judith|Miss|Y|1523379|15
Williams|Mackenzie|Mrs.|N|1539763|16
Williams|Michael|NULL|NULL|1986800|15
Williams|Randolph|Mr.|Y|652184|15
Williams|Robert|Mr.|Y|872283|15
Williams|Ruth|Dr.|N|1229023|16
Williams|Timothy|Mr.|Y|576508|15
Williamson|Heath|Sir|Y|1952290|15
Wills|Raylene|Dr.|Y|1978939|15
Wilson|Donald|Sir|Y|1995233|15
Winfield|Lisa|Ms.|N|1183953|15
Wing|Kathrine|Ms.|N|1898611|15
Winter|Michael|Sir|N|984799|15
Wirth|Robert|Sir|N|807936|15
Wiseman|Donna|Miss|N|1889507|15
Witt|Evan|Mr.|N|1621340|15
Wolff|Robert|Sir|N|825567|16
Wong|Wendy|Dr.|N|1605328|16
Wood|Lillian|Ms.|Y|1240933|15
Wood|Wanda|Mrs.|N|1092122|15
Woods|Larry|Dr.|Y|709382|15
Woods|Robert|Mr.|Y|1636378|15
Workman|Anne|Mrs.|Y|872293|16
Workman|Cecile|Ms.|Y|1431868|15
Wright|NULL|Dr.|N|2058205|15
Wright|NULL|Mrs.|NULL|240538|15
Wright|Amanda|Miss|Y|1437779|16
Wright|Damian|Dr.|N|382763|15
Wright|David|Sir|Y|1308042|15
Wright|Donna|Miss|N|1075943|15
Wright|John|Mr.|N|1638777|16
Wright|Margaret|Ms.|Y|2037716|15
Wright|Maxine|Ms.|N|445341|15
Wright|Patti|Dr.|N|2263864|15
Wu|Jeffrey|Sir|N|1552223|16
Wynn|Lori|Miss|Y|526884|15
Yang|Tawanna|Ms.|Y|1552881|15
Yarborough|David|Sir|N|873467|15
Yarbrough|Beth|Mrs.|Y|433933|15
Young|Bruce|Mr.|Y|1046547|15
Young|Charles|Mr.|Y|2055810|15
Young|Irma|Dr.|Y|87081|15
Young|James|Dr.|Y|1305190|16
Young|Matthew|Sir|Y|1774381|15
Younger|Shiela|Miss|N|435500|15
Zeigler|Tommy|Dr.|Y|1969132|15
Zimmerman|James|Mr.|N|1082597|15
Zimmerman|Wilbur|Mr.|Y|1779776|15
